Asset Name,Serial,Asset Tag,Category,Model,Manufacturer,Status,Location,Company,Supplier,Purchase Date,Purchase Cost,Warranty Months,Notes
"Lager Glass Cup 28","LGR-0028","TAG-LGR-028","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 29","LGR-0029","TAG-LGR-029","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 30","LGR-0030","TAG-LGR-030","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 31","LGR-0031","TAG-LGR-031","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 32","LGR-0032","TAG-LGR-032","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 33","LGR-0033","TAG-LGR-033","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 34","LGR-0034","TAG-LGR-034","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 35","LGR-0035","TAG-LGR-035","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 36","LGR-0036","TAG-LGR-036","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 37","LGR-0037","TAG-LGR-037","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 38","LGR-0038","TAG-LGR-038","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 39","LGR-0039","TAG-LGR-039","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 40","LGR-0040","TAG-LGR-040","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 41","LGR-0041","TAG-LGR-041","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 42","LGR-0042","TAG-LGR-042","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 43","LGR-0043","TAG-LGR-043","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 44","LGR-0044","TAG-LGR-044","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 45","LGR-0045","TAG-LGR-045","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 46","LGR-0046","TAG-LGR-046","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 47","LGR-0047","TAG-LGR-047","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 48","LGR-0048","TAG-LGR-048","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 49","LGR-0049","TAG-LGR-049","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Lager Glass Cup 50","LGR-0050","TAG-LGR-050","Glassware & Utensils","Lager Pint Glass 500ml","Pasabahce","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","5","0","500ml Heavy Base Beer/Lager Glass"
"Small Espresso Cup 01","SCP-0001","TAG-SCP-001","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 02","SCP-0002","TAG-SCP-002","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 03","SCP-0003","TAG-SCP-003","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 04","SCP-0004","TAG-SCP-004","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 05","SCP-0005","TAG-SCP-005","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 06","SCP-0006","TAG-SCP-006","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 07","SCP-0007","TAG-SCP-007","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 08","SCP-0008","TAG-SCP-008","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 09","SCP-0009","TAG-SCP-009","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 10","SCP-0010","TAG-SCP-010","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 11","SCP-0011","TAG-SCP-011","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 12","SCP-0012","TAG-SCP-012","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 13","SCP-0013","TAG-SCP-013","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 14","SCP-0014","TAG-SCP-014","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 15","SCP-0015","TAG-SCP-015","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 16","SCP-0016","TAG-SCP-016","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 17","SCP-0017","TAG-SCP-017","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 18","SCP-0018","TAG-SCP-018","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 19","SCP-0019","TAG-SCP-019","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 20","SCP-0020","TAG-SCP-020","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 21","SCP-0021","TAG-SCP-021","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 22","SCP-0022","TAG-SCP-022","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 23","SCP-0023","TAG-SCP-023","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 24","SCP-0024","TAG-SCP-024","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 25","SCP-0025","TAG-SCP-025","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 26","SCP-0026","TAG-SCP-026","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 27","SCP-0027","TAG-SCP-027","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 28","SCP-0028","TAG-SCP-028","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 29","SCP-0029","TAG-SCP-029","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 30","SCP-0030","TAG-SCP-030","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 31","SCP-0031","TAG-SCP-031","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 32","SCP-0032","TAG-SCP-032","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 33","SCP-0033","TAG-SCP-033","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 34","SCP-0034","TAG-SCP-034","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 35","SCP-0035","TAG-SCP-035","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 36","SCP-0036","TAG-SCP-036","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 37","SCP-0037","TAG-SCP-037","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 38","SCP-0038","TAG-SCP-038","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 39","SCP-0039","TAG-SCP-039","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 40","SCP-0040","TAG-SCP-040","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 41","SCP-0041","TAG-SCP-041","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 42","SCP-0042","TAG-SCP-042","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 43","SCP-0043","TAG-SCP-043","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 44","SCP-0044","TAG-SCP-044","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 45","SCP-0045","TAG-SCP-045","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 46","SCP-0046","TAG-SCP-046","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 47","SCP-0047","TAG-SCP-047","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 48","SCP-0048","TAG-SCP-048","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 49","SCP-0049","TAG-SCP-049","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
"Small Espresso Cup 50","SCP-0050","TAG-SCP-050","Glassware & Utensils","Ceramic Espresso Cup 90ml","Loveramics","Ready to Deploy","Beverage Bar","Maphy Cafe & Restaurant","Hotel & Barware Supplies","2024-03-05","3","0","90ml Ceramic Small Espresso Cup"
